news
"							sekitarBandungcom – Harga Sembako di beberpa pasar di Kota Bandung terpantau naik sejak awal bulan Ramadhan 1444 H, kebutuhan pokok seperti daging, minyak, bawang dan bahan pokok lainnya mengalami kenaikan harga yang cukup signifikan.Atas kenaikan harga tersebut, Gubernur Jawa Barat Ridwan Kamil langsung turun ke pasar untuk meninjau langsung komoditas pokok yang sedang mengalami kenaikan harga tersebut. Peninjauan dilakukan salah satunya di pasar Kiaracondong pada hari selasa 28 Maret 2023.Dilansir dari Tribunnews.com, dalam peninjauannya, pria yang akrab disapa Emil menyebutkan kenaikan harga komoditas bahan pokok itu terjadi sejak awal Ramadan. Walau begitu, menurut kang Emil, kenaikan harga bahan pokok menurutnya masih dalam batas kewajaran.  “YTH IBU-IBU, Tadi mengecek ke pasar utk cek sembako. Terpantau harga-harga mulai naik kerena permintaan saat bulan puasa memang meningkat, namun masih di kenaikan yang wajar,” tulis Emil lewat status instagramnya @ridwankamil, pada Selasa (28/3/2023).“Insya Allah harga-harga tetap terkendali sampai hari lebaran nanti,” ujarnya optimis.Dalam postingannya, meski sejumlah harga komoditas pokok mengalami kenaikan, Emil menyebutkan harga minyak goreng kini stabil. Termasuk harga minyak goreng merek Minyak Kita yang dibanderol seharga Rp 14.000 per liter. “Minyak Goreng yang sempat bikin heboh tahun lalu, terpantau normal di harga 14,000 rupiah per liter utk Minyak Kita,” ungkap Emil.“Saya juga cek ke gudang2 distributornya juga stock aman dan berlimpah. Insya Allah terkendali,” ujarnya.“Demikian melaporkan urusan dapur kepada ibu-ibu Jabar. Hatur Nuhun,” jelas emil di akhir postingan.Sontak postingan tersebut ramai dikomentari netizen, khususnya dari kalangan Ibu-ibu yang komplain bahwa apa yang disampaikan berbeda dengan fakta yang ada dilapangan.Seperti  akun @rismahasdini yang menyebutkan harga Minyak Kita yang dia dapat dibanderol seharga Rp 16.000-Rp17.000 di Ciparay, Bandung , Jawa Barat.“14rb kmha (bagaimana) pak, di ciparay 16 17rb,” tulis Risma.Hal senada disampaikan Risa lewat akun @risa_sadianti. “Di lembur abi mah 16.000 wae Pa Minyak Kita teh… Yang luar biasa kentang bahkan 2 minggu sebelum puasa aja udah 20.000,” tulisnya.										                                                                                                                                 									"
"							sekitarBANDUNGcom – Bersamaan dengan dibuka kembalinya Masjid Al-Jabbar sebagai tempat ibadah, ada fasilitas lain yang ikut mrnyusul dibuka dan diresmikan. Fasilitas tersebut yakni Galeri Rasulullah SAW yang merupakan salah satau fasilitas unggulan Masjid Al-jabbar yang bukan hanya sebagai masjid namun juga sebagai sentra edukasi religi.Dilansir dari Republika.co.id Pemerintah Provinsi (Pemprov) Jawa Barat, untuk sementara menggratiskan tiket masuk ke Galeri Rasulullah dan Sejarah Islam Jawa Barat, yang berada di Masjid Raya Al Jabbar, Gedebage, Kota Bandung. Galeri Rasulullah resmi dibuka untuk umum hari ini, Senin (27/3/2023).“Jadi masih gratis, bisa satu bulan atau dua bulan ke depan. Sampai kita mencari berapa nilai yang layak untuk ditetapkan agar masyarakat tertarik hadir dan tidak terlalu membebani masyarakat. Untuk tiket bisa didapat lewat aplikasi Sapawarga,” kata Divisi Seni Budaya Sains Museum Bidang Ekonomi dan Kemandirian Masjid Raya Al Jabbar, Benny Bachtiar, disela-sela pembukaan Galeri Rasulullah dan Sejarah Islam Jawa Barat, Senin (27/3/23).Galeri Rasulullah dan Sejarah Islam Jawa Baratakan dikelola oleh Dinas Pariwisata dan Kebudayaan Jawa Barat. Operasional Galeri Rasulullah dan Sejarah Islam Jawa Barat dibuka pada Rabu-Minggu pukul 13.00-17.00 WIB, sedangkan pada Senin dan Selasa akan digunakan untuk pemeliharaan.Benny mengatakan, pengelola belum menentukan harga tiket sehingga kunjungan akan digratiskan dalam beberapa bulan ke depan. Benny yang juga menjabat sebagai Kepala Dinas Pariwisata dan Kebudayaan (Disparbud) Jawa Barat ini juga berharap harga tiket masuk tidak memberatkan warga.“Kami berupaya di bawah Rp100 ribu agar animo masyarakat tinggi. Apakah memungkinkan atau tidak, kalau bisa Rp50 ribu, yang penting masyarakat memiliki rasa keinginan untuk ke galeri ini,” ujarnya.Dia menjelaskan, tiket masuk akan digunakan untuk menunjang operasional serta pemeliharaan galeri karena hingga saat ini biaya operasional masih ditanggung APBD. Oleh karena itu, kata dia, pengelolaan galeri nantinya akan ditenderkan.“Disparbud Jawa Barat mendapat tugas untuk mengelola karena memang kami merencanakan pengelolaan untuk pihak ketiga,” katanya.“Karena kalau dikelola kami belum tentu bisa profesional karena cost pemeliharaan tinggi, kalau mengandalkan APBD tidak mungkin,” lanjutnya.Selama tiket masuk Galeri Rasulullah digratiskan, kata Benny, jumlah kunjungan juga akan dibatasi dan kuota kunjungan per hari hanya 120 orang atau 20 orang per kloter. “Untuk target pengunjung sendiri, itu 120 orang per hari. Karena ini baru permulaan, berikutnya akan dievaluasi apakah bisa ditambah atau dikurangi. Ada enam sesi,” kata dia.										                                                                                                                                 									"
"							sekitarBANDUNGcom – Menyoal aksi protes warga yang terpampang dalam bentuk spanduk di sekitar Garut yang mengkritik pembangunan jalan yang terbengkalai, Ridwan kamil atau yang biasa disapa kang Emil memberikan tanggapan soal hal tersebut.Dalam acara Musrenbang yang diadakan di Kabupaten Bandung pada hari ini, Selasa 21 Februari 2023, Kang Emil menyampaikan tanggapan berkaitan dengan kritik masyarakat atas kinerja Pemprov yang belum kiunjung memperbaiki kondisi jalan tersebut. Dilansir dari detik.com Ridwan Kamil mengaku jika pembangunan infrastruktur jalan adalah salah satu hal yang tertunda selama pandemi COVID-19. Karena itu, di tahun 2023 ini, Kang Emil -sapaannya- bakal menambah anggaran insfratruktur untuk perbaikan jalan.“Yang kurang-kurang akan disempurnakan, disampaikan salah satunya infrastruktur jalan tahun ini dinaikin, di Musrenbang. Tahun depan juga dinaikkan, selama COVID-19 saya minta maaf anggaran infrastruktur banyak digeser ke bansos,” kata Kang Emil di acara Musrenbang di Bandung, Selasa (21/3/2023).Soal spanduk bernada protes yang dibentangkan warga Garut, Kang Emil mengaku maklum. Karena itulah, mulai tahun ini Pemprov Jabar kata dia, akan fokus untuk membangun insfrastruktur jalan di seluruh wilayah Jawa Barat.“Sehingga misalnya ada spanduk protes warga saya maklumi karena 2 tahun terakhir anggarannya tergeser ke covid. Makanya tahun ini saya nggak banyak membangun yang lain-lain, fokus ke jalan,” tegasnya.“2023 Pemprov Jabar fokus ke jalan dan tahun depan juga fokus ke jalan,” imbuhnya.Dia juga menyampaikan permohonan maaf kepada warga Jawa Barat jika di bawah kepemimpinannya, masih banyak kekurangan yang ada di Jawa Barat.“Atas nama pribadi dan pemerintah juga saya menghaturkan permohonan maaf di tahun terakhir ini jika ada hal yang kurang, tentu Jawa Barat akan terus bergerak maju siapapun pemimpinnya Insyaallah menjadi yang lebih baik,” ujar Emil.										                                                                                                                                 									"
"							sekitarBADUNGcom – Hujan deras yang melanda Cianjur sejak Senin (20/3/23) sore menyebabkan 2 kecamatan terendam banjir, yakni Kecamatan Pacet dan Kecamatan Cugenang. Akibat Banjir tersebut, ada sekitar 100 rumah terendam. Namun demikian belum dapat dipastikan ada tidaknya korban jiwa akubat banjir tersebut.Dilansir dari liputan6.com, Sekretaris BPBD Cianjur Rudi Wibowo di Cianjur, Senin malam (21/3/2023) mengatakan, banjir bandang melanda dua kecamatan, Pacet dan Cugenang, akibat luapan air dari saluran dan sungai yang membentang di wilayah tersebut, setelah hujan deras sejak Senin siang hingga malam.“Kami masih melakukan pendataan, laporan sementara sekitar 100 rumah di sejumlah desa di Kecamatan Pacet dan Cugenang, terendam banjir setinggi betis orang dewasa, termasuk tenda pengungsian warga tergenang banjir,” katanya.Pihaknya meminta warga untuk mengungsi ke tempat aman sambil menunggu air bah surut karena sebagian besar wilayah yang tergenang banjir merupakan lokasi tenda dan hunian darurat korban gempa yang rawan tergenang banjir saat hujan deras.Pihaknya juga mendapat laporan sejumlah sekolah di Kecamatan Pacet, seperti MTs Negeri Pacet tergenang banjir. Tidak ada korban jiwa dalam peristiwa tersebut, namun seratusan kepala keluarga terpaksa mengungsi ke sejumlah tempat yang dinilai aman dari banjir.“Kami juga sudah meminta petugas untuk mendatangi sejumlah lokasi dan berkoordinasi dengan aparat setempat untuk segera mengevakuasi warga jika air yang mengenangi perkampungan bertambah tinggi. Saat ini petugas masih melakukan pendataan,” katanya.Sejumlah warga penghuni tenda dan hunian darurat di Kecamatan Pacet terpaksa mengungsi ke tempat yang dinilai aman karena air bah setinggi betis mengenangi hunian darurat dan tenda yang sudah mereka tempati sejak gempa tiga bulan yang lalu.“Hujan deras disertai angin kencang juga menyebabkan atap terpal hunian darurat bocor dan bagian bawah tergenang air bah, sehingga kami memilih untuk mengungsi ke tempat yang lebih tinggi untuk sementara waktu dengan harapan air cepat suruh dan hujan berhenti,” kata warga Desa Ciputri, Kecamatan Pacet, Rosmita.Selain menyebabkan banjir bandang, hujan deras kemarin juga menyebabkan beberapa akses jalan tertutup akibat longsor, diantaranya yakni Jalur Sate sinta atau jalur penghubung Puncak-Cianjur, dan Jalur Gunung Halu yang menghubungkan Kabupaten Bandung Barat dengan Cianjur juga tertutup longsor. Sekretaris Badan Penanggulangan Bencana Daerah (BPBD) Kabupaten Cianjur, Rudi Wibowo saat dihubungi, Senin malam mengatakan untuk sementara jalur menuju Cipanas atau sebaliknya menuju Cianjur, ditutup sementara guna menghindari longsor terus meluas.“Untuk kendaraan dari kedua jalur ditutup sementara guna menghindari korban jiwa ketika longsoran meluas dan mengancam landasan jalan yang ada di bawah dan atas tebing. Penanganan sedang dilakukan tim dari Kementerian PUPR yang masih bertugas di lokasi,” katanya.Rudi menjelaskan, tebing di bagian atas dan bawah jalur Sate Sinta, masih dalam penanganan petugas, saat hujan turun deras disertai angin kencang membuat tanah tebing yang masih labil kembali longsor, sehingga dapat mengancam dan menggerus landasan jalan nasional.“Kami berharap penanganan dapat cepat dilakukan dan hujan segera berhenti agar tebing tidak lagi longsor. Namun untuk sementara jalur ditutup sampai situasi dinyatakan petugas aman untuk dilalui,” katanya.Rudi menambahkan, pihaknya juga mendapat laporan sejumlah hunian darurat dan rumah warga di Desa Cijedil, Kecamatan Cugenang, rusak terbawa banjir dan longsor. Namun pihaknya belum bisa memastikan berapa jumlah hunian darurat yang rusak terbawa banjir.“Kami baru mendapat laporan, ada rumah warga di Desa Cijedil yang rusak berat terbawa longsor. Sedangkan hunian darurat yang rusak akibat terbawa banjir di wilayah yang sama, masih didata petugas gabungan,” katanya.Untuk Akses jalan kabupaten di Kampung Tugu RT 3/7, Desa Sindangjaya, Kecamatan Gununghalu, Kabupaten Bandung Barat (KBB) yang sempat lumpuh karena tertutup material tanah longsor akhirnya berhasil dilewati kendaraan. Setelah berjuang keras selama beberapa jam, material tanah longsor setebal kurang lebih 10 meter akhirnya bisa disingkirkan.  Proses evakuasi material tanah itu dilakukan oleh petugas gabungan, warga, dan dibantu satu unit alat berat yang diterjunkan ke lokasi.										                                                                                                                                 									"
"							Media sosial telah menjadi platform yang sangat efektif untuk mempromosikan bisnis Anda. Dengan miliaran pengguna aktif setiap hari, media sosial memberikan kesempatan untuk mencapai audiens yang lebih luas dan meningkatkan kesadaran merek Anda.Namun, tidak semua pengusaha tahu bagaimana memanfaatkan media sosial secara efektif untuk mempromosikan bisnis mereka. Berikut adalah beberapa tips tentang cara menggunakan media sosial untuk mempromosikan bisnis:Tentukan platform yang tepatSetiap platform media sosial memiliki kelebihan dan kelemahan masing-masing. Oleh karena itu, Anda perlu menentukan platform mana yang paling sesuai dengan bisnis Anda dan audiens target. Jangan mencoba mempromosikan bisnis Anda di setiap platform media sosial yang ada karena hal tersebut hanya akan membuang waktu dan usaha Anda.Buat konten yang menarikKonten yang menarik dan bermanfaat akan membantu meningkatkan kesadaran merek Anda dan menarik perhatian audiens. Pastikan konten Anda berkualitas tinggi, mudah dipahami, dan memiliki nilai tambah bagi audiens Anda. Anda juga bisa mempertimbangkan penggunaan gambar dan video untuk membuat konten Anda lebih menarik.Jadilah konsistenJadwal posting yang konsisten akan membantu audiens Anda untuk terbiasa melihat konten dari bisnis Anda secara teratur. Selain itu, jadwal posting yang konsisten juga akan membantu meningkatkan visibilitas dan kredibilitas bisnis Anda di media sosial.Gunakan hashtag yang relevanHashtag adalah cara yang efektif untuk menjangkau audiens yang lebih luas dan meningkatkan visibilitas konten Anda di media sosial. Gunakan hashtag yang relevan dengan bisnis Anda dan audiens target. Hal ini akan membantu audiens untuk menemukan konten Anda dengan mudah.Interaksi dengan audiensInteraksi dengan audiens Anda di media sosial adalah cara yang efektif untuk membangun hubungan dan memperluas jangkauan bisnis Anda. Selalu berikan respon yang baik dan tanggap terhadap komentar atau pesan dari audiens Anda. Hal ini akan membantu meningkatkan keterlibatan audiens dan memperkuat hubungan antara bisnis Anda dengan audiens.Manfaatkan iklan berbayar & Bantuan Paid Promote atau endorsment.Jika Anda memiliki anggaran iklan yang cukup, Anda bisa mempertimbangkan penggunaan Digital Marketing seperti Iklan berbayar atau ads bantuan paid promote atau endorsment. Hal tersebut akan membantu meningkatkan jangkauan dan visibilitas konten Anda di media sosial. Pastikan Anda memilih jenis iklan yang tepat dan menargetkan audiens yang relevan dengan bisnis Anda.KesimpulanMedia sosial merupakan platform yang sangat efektif untuk mempromosikan bisnis Anda. Namun, untuk memanfaatkan media sosial secara efektif, Anda perlu menentukan platform yang tepat, membuat konten yang menarik, jadilah konsisten, gunakan hashtag yang relevan, interaksi dengan audiens, dan manfaatkan iklan berbayar jika diperlukan. Dengan menerapkan tips-tips ini, Anda dapat memaksimalkan potensi media sosial untuk mengembangkan bisnis anda.Penulis : Subchan Daragana ( CEO PT Angga Sarana Media										                                                                                                                                 									"
"							sekitarBANDUNGcom – Langkah mengejutkan diambil Pengadilan Kriminal Internasional (ICC) yang telah memerintah penangkapan terhadap Presiden Rusia, Vladimir Putin. Perintah tersebut dikeluarkan pada Jumat (17/3) waktu setempat.Perintah penangkapan dilakukan atas tuduhan kejahatan perang, yakni mendeportasi anak-anak Ukraina secara tidak sah yang dilakukan Putin.Sementara itu, Rusia tidak mengakui yurisdiksi pengadilan ICC itu sendiri, dan bersikeras bahwa mereka tidak terpengaruh oleh surat perintah. Namun, Putin akan menghadapi batasan kebebasan bepergian ke 123 negara anggota ICC, yang makin memperdalam keterasingannya.ICC sendiri adalah kependekan dari International Criminal Court yang berbasis di Den Haag. Pengadilan tersebut hanya untuk melengkapi bukan menggantikan pengadilan nasional. ICC hanya dapat bertindak ketika pengadilan nasional sudah tidak mampu atau tidak mau mengadili suatu kasus. Selain itu, ia hanya menjalankan yurisdiksi atas kejahatan yang terjadi setelah										                                                                                                                                 									"
"							sekitarBANDUNGcom – Dewan Pimpinan Daerah Ikatan Mahasiswa Muhammadiyah Jawa Barat (DPD IMM Jabar) mengajukan diri menjadi tuan rumah Muktamar Ikatan Mahasiswa Muhammadiyah Ke-20.Dalam forum Tanwir yang diselenggarakan di Banjarmasin pada 14-16 Maret 2023, Ketua Umum DPD IMM Jawa Barat, Faisal Amien Pramira memaparkan kesiapan Jawa Barat terkait penyelenggaraan Muktamar IMM ke-20.”Dari penilaian kami, Jawa Barat sudah mempunyai semua kriteria yang dibutuhkan untuk menyelenggarakan event nasional sekelas Muktamar.” Ujar Faisal.Lebih lanjut, Faisal yang juga alumni Universitas Muhammadiyah Bandung ini juga menyampaikan faktor-faktor pendukung yang menjadi pertimbangan penyelenggaran Muktamar IMM di Jawa Barat.”Jawa Barat selain juga dikenal sebagai Provinsi yang identik dengan pendidikan melalui kampus-kampus besarnya, juga dikenal memiliki banyak destinasi wisata, transportasi publik yang terintegrasi, serta maju dalam hal kreatifitas dan teknologi. Maka akan sangat tepat jika DPP IMM hari ini menujuk Jawa Barat sebagai rumah Muktamar IMM Ke-20.” Ujarnya.Tanwir sendiri merupakan forum musyawarah tertinggi kedua setelah muktamar yang diikuti oleh seluruh perwakilan DPD IMM Se-Indonesia yang bertujun untuk merumuskan kebijakan-kebijakan IMM ke depan salah satunya penentuan tuan rumah Muktamar IMM ke-20.Sebagai penutup, Faisal juga memastikan komitmennya sebagai tuan rumah Muktamar IMM ke-20 kepada DPP IMM selaku pengambil keputusan terkait penjukan tuan rumah muktamar ini.”Kami pastikan Jawa Barat sangat siap untuk menerima dan melayani seluruh kader-kader IMM se-Indonesia. Kami tunggu kehadiran kawan-kawan IMM di Jawa Barat dan mari kita cerahkan Bumi Pasundan dengan warna maroon kita.” tutup Faisal										                                                                                                                                 									"
"							sekitarBANDUNGcom – CV Kreasi Canggih Indonesia adalah perusahaan jasa konveksi yang telah terbukti amanah dan cepat dalam memenuhi ratusan kebutuhan mitranya. Dalam beberapa tahun terakhir, CV Kreasi Canggih Indonesia telah menjadi pilihan utama bagi banyak kampus, sekolah, dan komunitas dalam memenuhi kebutuhan busana seperti Jas Almamater, kemeja komunitas, kemeja himpunan mahasiswa, dan lainnya.Dalam menghadapi permintaan yang semakin meningkat, CV Kreasi Canggih Indonesia tidak hanya mengutamakan kualitas bahan dan tampilan produk, namun juga menjamin keamanan dan kepercayaan mitra mereka. Mereka selalu mengikuti standar dan prosedur yang ketat dalam memproduksi busana, termasuk penggunaan bahan berkualitas tinggi dan teknologi modern untuk memastikan hasil produk yang berkualitas dan tahan lama.Selain itu, CV Kreasi Canggih Indonesia juga terkenal dengan kecepatan dan ketepatan waktu dalam memenuhi pesanan mitra mereka. Mereka selalu memberikan estimasi waktu yang jelas dan mengikuti jadwal produksi yang telah disepakati bersama. Dengan demikian, mitra mereka dapat merencanakan kegiatan mereka dengan lebih baik dan tidak perlu khawatir tentang keterlambatan produksi.Dengan reputasi yang baik, CV Kreasi Canggih Indonesia telah membangun kemitraan yang kuat dengan berbagai instansi, organisasi, dan perusahaan. Mereka mampu menghasilkan produk busana berkualitas tinggi yang memenuhi kebutuhan dan keinginan mitra mereka. Selain itu, mereka juga memberikan layanan purna jual yang terbaik, termasuk perbaikan atau penggantian produk jika ditemukan cacat produksi.Secara keseluruhan, CV Kreasi Canggih Indonesia adalah pilihan yang tepat bagi siapa saja yang membutuhkan jasa konveksi yang amanah, cepat, dan berkualitas tinggi. Dengan pengalaman dan keahlian yang dimiliki, mereka dapat memenuhi berbagai kebutuhan busana dari berbagai kalangan dengan hasil produk yang memuaskan.Sebagai informasi tambahan, Kantor CV. Kreasi Canggih Indonesia  beralamatkan di Jalan Indah II No. 11 Bandung, dan bagi yang membutuhkan jasa konveksinya dapat menghubungi ke no Whatsapp ini 088225144782.										                                                                                                                                 									"
"							sekitarBANDUNGcom – Ustaz Khalid Basalamah rencananya akan mengisi mengisi ceramah di Masjid Raya Al Jabbar, pada acara Gazwah Weekend Festival  yang rencananya akan diselenggarakan pada Sabtu (18/3/2023). Namun, sejak berita tersebut beredar, terdapat beberapa kendala bahkan sampai dengan penolakan yang membuat agenda kedatangan Ustadz Khalid Basalamah ke masjid Al-jabbar akhirnya dibatalkan. Salah satu yang sedang menarik perhatian pubik adalah cuitan twitter dari anggota GP Ansor, Afif Fuad Saidi yang protes dan menyampaikan langsung keresahannya kepada Gubernur Jawa Barat Ridwan kamil. Afif menuturkan Ustaz Khalid Basalamah dianggap salafi yang bisa memunculkan keresahan masyarakat.“Pak @ridwankamil Saya kecewa kpd Bapak, sumpah. Ini masjid pemprov, dan ngasi panggung ke Khalid Baasalamah, karep e smean gimana?” begitu bunyi cuitannya di Twitter pada Sabtu (11/3/23).Cuitan itu pun viral. Sejumlah warganet mengingatkan Afif sebagai anggota Banser untuk tidak arogan dan tidak mudah melabeli orang lain yang berbeda pandangan. Afif pun menjelaskan alasannya menolak Khalid Basalamah ceramah di Masjid Al Jabbar. Menurutnya, masjid tersebut adalah milik Pemprov Jabar dan Khalid Basalamah dalam ceramahnya dianggap intoleran.Disamping itu, Wakil Gubernur Jawa Barat Uu Ruzhanul Ulum juga berkomentar tentang rencana kedatangan Ustadz Khalid Basalamah ke Masjid Al-Jabbar. Menurutnya, ia mempersilakan kepada seluruh umat Muslim untuk mempergunakan Masjid Raya Al Jabbar di Kota Bandung, untuk kemaslahatan umat, bangsa dan negara sepanjang tidak membawa kemudharatan dan tidak bertentangan dengan dasar negara dan tidak membuat perpecahan.Wagub Uu Ruzhanul Ulum juga menegaskan bahwa Masjid Raya Al Jabbar memang terbuka untuk semua umat Islam.  Dia menyatakan Masjid Raya Al Jabbar memang masjid milik seluruh umat Islam, tapi masih ditutup untuk umum sampai awal Ramadhan.“Saya sebagai Wakil Ketua DKM memiliki kewenangan. Kita tutup Masjid Raya Al Jabbar sampai Bulan Puasa, bukan menutup dari beliau yang ingin ceramah, tapi memang ada pembenahan. Kalau sudah selesai, pasti dibuka,” ungkapnya. Ia menegaskan mempersilahkan masjid ini dipergunakan sepanjang untuk kemaslahatan umat, kemaslahatan bangsa dan negara.Hal ini memiliki arti bahwa untuk membangun kesadaran dan ketakwaan, rasa nasionalisme, sampai kebangsaan. Ia mengatakan masjid ini bukan masjid dhiror, yakni masjid yang hanya dibuat untuk memecah belah umat.“Jadi kalau orang yang ceramah yang ujung-ujungnya menjadikan polemik, saya harap tidak boleh dipakai oleh siapapun. Sepanjang ceramah untuk meningkatkan keimanan dan ketakwaan, sah digunakan,” terangnya.Dari komentar tersebut seakan memberi pertanda bahwa esensi batalnya kedatangan Ustadz Khalid Basalamah bukanlah karena adanya penolakan, namun karena memang Masjid Al-Jabbar belum dapat dibuka dan digunakan kembali karena masih dalam masa pemeliharaan.Sebelumnya, dalam agenda “penataan dan pemeliharaan,” Masjid Raya Al Jabbar semula diumumkan tutup sementara sampai Senin, 13 Maret 2023. Namun, pemerintah Provinsi Jawa Barat mengumumkan perpanjangan penutupan sementara Masjid Raya Al Jabbar di Kelurahan Cimenerang, Kecamatan Gedebage, Kota Bandung, Jawa Barat tersebut.Penataan dan pemeliharaan kawasan dan Masjid Raya Al Jabbar diperpanjang dan akan dibuka kembali pada 1 Ramadan 1444 Hijriah.Artikel ini sudah tanyang sebelumnya di liputan6.com dengan judul Tanggapan Wagub Jawa Barat Soal Penolakan Ustaz Khalid Basalamah Berceramah di Masjid Raya Al Jabbar 										                                                                                                                                 									"
"							source poto : detiknewssekitarBANDUNGcom – Seorang guru di SMK di Cirebon dipecat karena melontarkan kritik kepada Gubernur Jawa Barat Ridwan Kamil. Guru tersebut bernama Muhammad Sabil dan dipecat berdasarkan surat keputusan yang dikeluarkan oleh pihak sekolah tempatnya bekerja.Peristiwa ini bermula ketika Ridwan Kamil mengunggah postingan dalam akun Instagram pribadinya pada Selasa (14/3/2023).Dalam postingan tersebut, Ridwan Kamil tampak berkomunikasi dengan para siswa SMP di Tasikmalaya secara daring dan memberi apresiasi kepada para pelajar yang rela urunan membelikan sepatu untuk salah satu temannya. Namun, dalam kesempatan tersebut, Ridwan Kamil tampak mengenakan jas berwarna kuning yang memicu Muhammad Sabil untuk menuliskan komentar pada postingan Ridwan Kamil.Dalam komentarnya, Muhammad Sabil mempertanyakan posisi Ridwan Kamil saat berkomunikasi dengan para siswa SMP di Tasikmalaya tersebut. Dia merasa bahwa Ridwan Kamil seolah membawa unsur politis ke lingkungan sekolah dengan mengenakan jas berwarna kuning dalam kesempatan tersebut.Setelah melontarkan pertanyaan pada postingan Ridwan Kamil itu, komentarnya pun banyak mendapatkan balasan, baik dari Ridwan Kamil maupun dari netizen. Namun, Muhammad Sabil akhirnya dipecat oleh pihak sekolah tempatnya bekerja.Ridwan Kamil baru mengetahui guru tersebut dipecat dan mengaku kaget. Dia menyampaikan klarifikasi melalui Instagramnya bahwa seorang pemimpin harus terbuka terhadap kritik meskipun terkadang kasar. Kang Emil juga mengontak pihak yayasan dan meminta agar sang guru tidak dipecat, melainkan cukup dinasihati dan diingatkan saja.Kejadian ini memunculkan beragam tanggapan dari masyarakat, terutama para pendidik. Banyak yang menilai bahwa pemecatan Muhammad Sabil merupakan tindakan yang tidak tepat dan merugikan pendidikan. Walau disisi lain, tindakan Sabil juga tergolong tidak etis di media sosial.ibr 										                                                                                                                                 									"
